Generation,Best_Fitness,Avg_Fitness,Worst_Fitness,Best_Cost,Best_Quality,Best_Lead_Time,Diversity
31,0.2632042642613225,0.1875156042522327,-0.5503580162026694,752962.1980567332,0.8800000000000001,12.000000000000002,4.657620866471884
32,0.2632042642613225,0.19734866683779761,-0.5469069165604742,752962.1980567332,0.8800000000000001,12.000000000000002,4.6461293513214965
33,0.2632042642613225,0.1845874563690594,-0.2765649458863329,752962.1980567332,0.8800000000000001,12.000000000000002,4.876386736723642
34,0.2632042642613225,0.21648795939362203,-0.19096106224976805,752962.1980567332,0.8800000000000001,12.000000000000002,4.782252909761012
35,0.2632042642613225,0.18618889898959506,-0.18888951927572695,752962.1980567332,0.8800000000000001,12.000000000000002,4.892135636813469
36,0.26320426426132254,0.1620211662898225,-0.23425729262106865,752000.4207996052,0.8800000000000001,11.999999999999998,4.576257093983846
37,0.26320426426132254,0.19112155429664326,-0.25367350785285847,752000.4207996052,0.8800000000000001,11.999999999999998,4.590184222959863
38,0.2634169354824355,0.17318882252359905,-0.27960117541564805,752891.150918175,0.8799999999999999,11.999999999999998,4.646146315170032
39,0.2634169354824355,0.1664747947700098,-0.2972442794373017,752891.150918175,0.8799999999999999,11.999999999999998,4.61952635152856
40,0.2634169354824355,0.20492670526371926,-0.20798467244004593,752891.150918175,0.8799999999999999,11.999999999999998,4.759310489178756
41,0.2634169354824355,0.1888377803697795,-0.3930845673863452,752891.150918175,0.8799999999999999,11.999999999999998,4.447365724519872
42,0.2634169354824355,0.19353277395887197,-0.1818438564163154,752891.150918175,0.8799999999999999,11.999999999999998,4.629046081916901
43,0.2634169354824356,0.1961861310524258,-0.20229219539140536,738334.762328316,0.8799999999999999,12.0,4.501716732278691
44,0.2634169354824356,0.208958092248805,-0.10692429231560091,738334.762328316,0.8799999999999999,12.0,4.754860244955128
45,0.2634169354824356,0.18069484264316737,-0.25067383318381076,738334.762328316,0.8799999999999999,12.0,4.498569125825171
46,0.2634169354824356,0.18459515452084146,-0.23848834142265785,738334.762328316,0.8799999999999999,12.0,4.951657261263502
47,0.2634169354824356,0.19627505317716853,-0.20202158976089035,738334.762328316,0.8799999999999999,12.0,4.487685849969817
48,0.2634169354824356,0.18497114644205698,-0.26068827680803414,738334.762328316,0.8799999999999999,12.0,4.54768334931169
49,0.2634169354824356,0.20731321812725795,-0.0675492867118993,738334.762328316,0.8799999999999999,12.0,4.63424496847563
50,0.2634169354824356,0.205946092205437,-0.1827856516431947,738334.762328316,0.8799999999999999,12.0,4.702777935536201
51,0.2634169354824356,0.21097870674392447,-0.10703250050911756,738334.762328316,0.8799999999999999,12.0,4.750196572585025
52,0.2634169354824356,0.18589049458496607,-0.40559386424472954,738334.762328316,0.8799999999999999,12.0,4.6218156335409075
53,0.2634169354824356,0.1975982124329608,-0.2924701643898749,738334.762328316,0.8799999999999999,12.0,4.682356115729832
54,0.2634169354824356,0.1890320132615881,-0.6020196767114552,738334.762328316,0.8799999999999999,12.0,4.728125628310859
55,0.2634169354824356,0.1941940445127602,-0.47630578084299224,738334.762328316,0.8799999999999999,12.0,4.628045226888439
56,0.2634169354824356,0.218348966170136,-0.3681351204790831,738334.762328316,0.8799999999999999,12.0,4.389334122294001
57,0.2634169354824356,0.1978797524791232,-0.2488474282015843,738334.762328316,0.8799999999999999,12.0,4.447441056460371
58,0.2634169354824356,0.21174080854922514,-0.2699237038096419,738334.762328316,0.8799999999999999,12.0,4.62014013807734
59,0.2634169354824356,0.2123799524999667,-0.21097784479923087,738334.762328316,0.8799999999999999,12.0,4.418803767860002
60,0.2634169354824356,0.2013073012739951,-0.19525091019244822,738334.762328316,0.8799999999999999,12.0,4.6136946338125435
61,0.2634169354824356,0.21306942492904252,-0.14786172860828117,738334.762328316,0.8799999999999999,12.0,4.264100288752694
62,0.2634169354824356,0.2034025356733146,-0.3301287736709325,738334.762328316,0.8799999999999999,12.0,4.388049359497934
63,0.2634169354824356,0.19390375389562023,-0.19741502994986532,738334.762328316,0.8799999999999999,12.0,4.542061940472689
64,0.2634169354824356,0.18367899224220863,-0.22800949818758265,738334.762328316,0.8799999999999999,12.0,4.386142130010722
65,0.2634169354824356,0.1878326266963623,-0.346920396533552,738334.762328316,0.8799999999999999,12.0,4.592815574967439
66,0.2634169354824356,0.21714918852150425,-0.1889602251018878,738334.762328316,0.8799999999999999,12.0,4.360022829532371
67,0.2634169354824356,0.19587909385139365,-0.19644656201647914,738334.762328316,0.8799999999999999,12.0,4.657214306246058
68,0.2634169354824356,0.2000612730721704,-0.18097900269969525,738334.762328316,0.8799999999999999,12.0,4.66980253421493
69,0.2634169354824356,0.2079497597989901,-0.19806007999059894,738334.762328316,0.8799999999999999,12.0,4.63558636249084
70,0.2634169354824356,0.19650960633940479,-0.2766145219345802,738334.762328316,0.8799999999999999,12.0,4.467683409426235
71,0.2634169354824356,0.2067284942924304,-0.18640353574924384,738334.762328316,0.8799999999999999,12.0,4.622889002059952
72,0.2634169354824356,0.2018615650495116,-0.18239246918548407,738334.762328316,0.8799999999999999,12.0,4.741427579546418
73,0.2634169354824356,0.19075143065962646,-0.4800434156225824,738334.762328316,0.8799999999999999,12.0,4.610279774825212
74,0.2634169354824356,0.20393078422874183,-0.3227943763736695,738334.762328316,0.8799999999999999,12.0,4.606763613533953
75,0.2634169354824356,0.1971407851923059,-0.19800081407014858,738334.762328316,0.8799999999999999,12.0,4.555891961663409
76,0.2634169354824356,0.1993055846871642,-0.20258932834055032,738334.762328316,0.8799999999999999,12.0,4.758666389824677
77,0.2634169354824356,0.2145927781751404,-0.2579786747000174,738334.762328316,0.8799999999999999,12.0,4.523545409885325
78,0.2634169354824356,0.1846711945993957,-0.4517188131596315,738334.762328316,0.8799999999999999,12.0,4.949184535775161
79,0.2634169354824356,0.20887394582948535,-0.08798541762493145,738334.762328316,0.8799999999999999,12.0,4.75588839667202
80,0.2634169354824356,0.202330570884227,-0.294877886560737,738334.762328316,0.8799999999999999,12.0,4.601551395328115
81,0.2634169354824356,0.20406275931175785,-0.23674613374819847,738334.762328316,0.8799999999999999,12.0,4.6700694949520845
82,0.2634169354824356,0.21021583844027325,-0.3769414728338246,738334.762328316,0.8799999999999999,12.0,4.4945444961256165
83,0.2634169354824356,0.20147432287567874,-0.07019906812648097,738334.762328316,0.8799999999999999,12.0,4.4649783347330585
84,0.2634169354824356,0.18538805550515197,-0.43894754162866284,738334.762328316,0.8799999999999999,12.0,4.698342433993065
85,0.2634169354824356,0.19320836006264513,-0.21216433820866132,738334.762328316,0.8799999999999999,12.0,4.776202327415844
86,0.2634169354824356,0.17927958941766672,-0.2158173756063999,738334.762328316,0.8799999999999999,12.0,4.460525760840135
87,0.2634169354824356,0.18999938707373357,-0.42873427439342715,738334.762328316,0.8799999999999999,12.0,4.677932667451446
88,0.2634169354824356,0.19671329857876083,-0.16343725529621633,738334.762328316,0.8799999999999999,12.0,4.881908449614861
89,0.2634169354824356,0.20010962305552066,-0.3340724579073796,738334.762328316,0.8799999999999999,12.0,4.784928664851235
90,0.2634169354824356,0.1949107680278602,-0.3925791851183752,738334.762328316,0.8799999999999999,12.0,4.637632556758365
91,0.2634169354824356,0.20431763266276312,-0.2721777152163513,738334.762328316,0.8799999999999999,12.0,4.479203868944809
92,0.2634169354824356,0.19556473107527675,-0.4325530296695735,738334.762328316,0.8799999999999999,12.0,4.674726799970831
93,0.2634169354824356,0.19172590052216937,-0.38886864620910855,738334.762328316,0.8799999999999999,12.0,4.735994334520187
94,0.2634169354824356,0.19647600121259437,-0.28716759693862814,738334.762328316,0.8799999999999999,12.0,4.824837750503138
95,0.2634169354824356,0.18738903456038336,-0.44187504392204036,738334.762328316,0.8799999999999999,12.0,4.824672252541869
96,0.2634169354824356,0.21206461101692664,-0.06627456633038148,738334.762328316,0.8799999999999999,12.0,4.995560474291548
97,0.2634169354824356,0.1986347839787804,-0.47338374508481323,738334.762328316,0.8799999999999999,12.0,4.911216783965041
98,0.2634169354824356,0.19887748838874938,-0.2008173788834549,738334.762328316,0.8799999999999999,12.0,4.549275634337222
99,0.2634169354824356,0.20633648221754214,-0.1997965507416855,738334.762328316,0.8799999999999999,12.0,4.669561323094682
100,0.2634169354824356,0.1853163504155507,-0.24569563922086857,738334.762328316,0.8799999999999999,12.0,4.708530115499993
101,0.2634169354824356,0.20051288078663027,-0.21042496479792722,738334.762328316,0.8799999999999999,12.0,4.740582747051448
102,0.2634169354824356,0.19946932373933343,-0.12498468485801884,738334.762328316,0.8799999999999999,12.0,4.468496202208245
103,0.2634169354824356,0.19404332572494298,-0.4442519437712904,738334.762328316,0.8799999999999999,12.0,4.721941409552211
104,0.2634169354824356,0.19270228513824061,-0.22824738058542804,738334.762328316,0.8799999999999999,12.0,4.974878050075015
105,0.2634169354824356,0.2170293867204897,-0.3532374708577536,738334.762328316,0.8799999999999999,12.0,4.5397063655188585
106,0.2634169354824356,0.19944949852539529,-0.19565155685925995,738334.762328316,0.8799999999999999,12.0,4.781923166350348
107,0.2634169354824356,0.18003583282826166,-0.5397010124045163,738334.762328316,0.8799999999999999,12.0,4.685616915733155
108,0.2634169354824356,0.20173887538092022,-0.43688729228262224,738334.762328316,0.8799999999999999,12.0,4.573093367991785
109,0.2634169354824356,0.18717484349697436,-0.26990066382571076,738334.762328316,0.8799999999999999,12.0,4.350962189196457
110,0.2634169354824356,0.18888691484845777,-0.20173450463107584,738334.762328316,0.8799999999999999,12.0,4.689561254031167
111,0.2634169354824356,0.19697466654273388,-0.4368000380983432,738334.762328316,0.8799999999999999,12.0,4.7164106957458545
112,0.2634169354824356,0.201347262864361,-0.25826932042631645,738334.762328316,0.8799999999999999,12.0,4.6845904327572505
113,0.2634169354824356,0.18910964556577486,-0.35299028857693315,738334.762328316,0.8799999999999999,12.0,4.722155910093607
114,0.2634169354824356,0.19097360294081075,-0.3354566956729777,738334.762328316,0.8799999999999999,12.0,4.70405556381743
115,0.2634169354824356,0.19109459513770813,-0.3095313999963615,738334.762328316,0.8799999999999999,12.0,4.662962452728676
116,0.2634169354824356,0.2091266269350392,-0.223256851207286,738334.762328316,0.8799999999999999,12.0,4.504672820170408
117,0.2634169354824356,0.18982829668604875,-0.2851539866308638,738334.762328316,0.8799999999999999,12.0,4.649004047260402
118,0.2634169354824356,0.21499617461729081,-0.11893292498035124,738334.762328316,0.8799999999999999,12.0,4.622158612144707
119,0.2634169354824356,0.2003050335903556,-0.18826512767835457,738334.762328316,0.8799999999999999,12.0,4.348650026913807
120,0.2634169354824356,0.19542382320311993,-0.40281090911161077,738334.762328316,0.8799999999999999,12.0,4.5206190547020695
121,0.2634169354824356,0.19632227818710313,-0.3988366810169951,738334.762328316,0.8799999999999999,12.0,4.579305045392741
122,0.2634169354824356,0.2002519461331828,-0.21671059622295163,738334.762328316,0.8799999999999999,12.0,4.469783830521592
123,0.2634169354824356,0.21591422911723238,-0.187137867910668,738334.762328316,0.8799999999999999,12.0,4.402561991658945
124,0.26347098567920185,0.19786723971896877,-0.19761555103997058,735160.6343390814,0.8799999999999999,11.999999999999998,4.716120511685654
125,0.26347098567920185,0.20900252890791593,-0.2725065335845948,735160.6343390814,0.8799999999999999,11.999999999999998,4.515442388876991
126,0.26347098567920185,0.19652930413273864,-0.27560251384128365,735160.6343390814,0.8799999999999999,11.999999999999998,4.365468494827639
127,0.26347098567920185,0.19960000270254682,-0.24877219891754743,735160.6343390814,0.8799999999999999,11.999999999999998,4.2803024145861714
128,0.26347098567920185,0.20354463414566581,-0.18674631624490629,735160.6343390814,0.8799999999999999,11.999999999999998,4.5678293551830595
129,0.26347098567920185,0.21530063996902146,-0.17733949975248287,735160.6343390814,0.8799999999999999,11.999999999999998,4.387206942290068
130,0.26347098567920185,0.21025334344760907,-0.181016586368141,735160.6343390814,0.8799999999999999,11.999999999999998,4.439532502223337
131,0.26347098567920185,0.1959077685395764,-0.19604302865302392,735160.6343390814,0.8799999999999999,11.999999999999998,4.634108931167057
132,0.26347098567920185,0.19492461342898093,-0.3520592674729738,735160.6343390814,0.8799999999999999,11.999999999999998,4.560614306453236
133,0.26347098567920185,0.21028060944347815,-0.08475408114821259,735160.6343390814,0.8799999999999999,11.999999999999998,4.482267788767661
134,0.26347098567920185,0.21022861624923272,-0.20429742554036534,735160.6343390814,0.8799999999999999,11.999999999999998,4.459293342465942
135,0.26347098567920185,0.19994898401783495,-0.4446430136071356,735160.6343390814,0.8799999999999999,11.999999999999998,4.547853623391839
136,0.26347098567920185,0.20917121382682763,-0.199313043050163,735160.6343390814,0.8799999999999999,11.999999999999998,4.495217626115347
137,0.26347098567920185,0.20421997808025513,-0.20067519317975957,735160.6343390814,0.8799999999999999,11.999999999999998,4.673048516199274
138,0.26347098567920185,0.21250935123400633,-0.1418491783922049,735160.6343390814,0.8799999999999999,11.999999999999998,4.6254436772687635
139,0.26347098567920185,0.22370848083828812,-0.21310134658259489,735160.6343390814,0.8799999999999999,11.999999999999998,4.748642373580832
140,0.26347098567920185,0.18733936936555826,-0.44639599209684055,735160.6343390814,0.8799999999999999,11.999999999999998,4.795015147784944
141,0.26347098567920185,0.20482650353900134,-0.4133495415637182,735160.6343390814,0.8799999999999999,11.999999999999998,4.723630681062505
142,0.26347098567920185,0.17626438547712753,-0.4499582043520327,735160.6343390814,0.8799999999999999,11.999999999999998,4.6814137106248
143,0.26347098567920185,0.20908146781459946,-0.3628631623763529,735160.6343390814,0.8799999999999999,11.999999999999998,4.594952938667061
144,0.26347098567920185,0.22048160311815235,-0.12877232272788275,735160.6343390814,0.8799999999999999,11.999999999999998,4.710068432912783
145,0.2634709856792019,0.19903249011718838,-0.13526828402252855,740412.2697432531,0.8800000000000001,11.999999999999998,4.734300749942664
146,0.2634709856792019,0.20883003927209132,-0.06459632152547723,740412.2697432531,0.8800000000000001,11.999999999999998,4.849279821374747
147,0.2634709856792019,0.21247344442613542,-0.4743752838044329,740412.2697432531,0.8800000000000001,11.999999999999998,4.838813341473684
148,0.2634709856792019,0.21438049278381135,-0.047223052959021516,740412.2697432531,0.8800000000000001,11.999999999999998,4.816893945256945
149,0.2634709856792019,0.190363530281467,-0.3287104553263982,740412.2697432531,0.8800000000000001,11.999999999999998,4.666363341754688
150,0.2634709856792019,0.19209056441444575,-0.2914981197530846,740412.2697432531,0.8800000000000001,11.999999999999998,4.922630939810583
